X,nextGPA,left_school,nextGPA_nonorm,Z,Z_X,hsgrade_pct,totcredits_year1,age_at_entry,male,bpl_north_america,english,loc_campus1,loc_campus2,loc_campus3,clustervar
-1.559999942779541,2.02,0,3.52,0,0,65,5,18,1,1,1,1,0,0,1.5599999
.1700000017881393,1.3399999,0,2.8399999,1,.17,27,4,18,0,1,1,1,0,0,-.17
-2.109999895095825,2.2,0,3.7,0,0,74,5,17,0,0,0,1,0,0,2.1099999
-.6399999856948853,1.5,0,3,0,0,25,5,18,0,1,0,0,1,0,.63999999
-.7599999904632568,,0,,0,0,36,4.5,19,1,0,0,0,1,0,.75999999
-1.100000023841858,1.02,0,2.52,0,0,72,4,20,1,1,1,1,0,0,1.1
-2.309999942779541,2.0999999,0,3.6999998,0,0,44,5,19,0,0,0,0,0,1,2.3099999
-.3300000131130219,.58999991,0,2.0899999,0,0,58,4,19,1,1,1,1,0,0,.33000001
-1.529999971389771,1.99,0,3.49,0,0,78,5,19,0,1,1,0,1,0,1.53
-1.679999947547913,1.2,0,2.7,0,0,19,4,19,0,1,1,0,1,0,1.6799999
-.0299999993294477,-.0099999905,0,1.59,0,0,19,6,18,0,1,0,0,0,1,.029999999
.8999999761581421,,1,,1,.89999998,9,5,18,0,1,0,1,0,0,-.89999998
-.1700000017881393,-.90000004,0,.69999999,0,0,32,3.5,19,1,1,1,0,0,1,.17
-1.559999942779541,1.28,0,2.78,0,0,27,5,19,1,1,0,1,0,0,1.5599999
-2.329999923706055,,1,,0,0,90,5,17,0,1,0,1,0,0,2.3299999
-1.440000057220459,1.5999999,0,3.0999999,0,0,51,5,18,1,1,1,1,0,0,1.4400001
-.9800000190734863,1.4400001,0,2.9400001,0,0,67,5,19,1,0,0,1,0,0,.98000002
-.8299999833106995,1.87,0,3.47,0,0,6,3,21,0,1,1,0,0,1,.82999998
-1.090000033378601,.5,0,2,0,0,48,4,19,0,1,1,1,0,0,1.09
-.4600000083446503,.7299999,0,2.3299999,0,0,37,4.5,18,0,1,0,0,0,1,.46000001
-2.059999942779541,2.21,0,3.71,0,0,91,5,19,0,1,1,1,0,0,2.0599999
-2.029999971389771,1.59,0,3.1900001,0,0,21,4,18,1,1,1,0,0,1,2.03
-.75,.20000005,0,1.7,0,0,67,4,18,1,1,1,1,0,0,.75
1.5,,0,,1,1.5,5,4,19,0,1,1,0,1,0,-1.5
-.1700000017881393,-.80000001,0,.69999999,0,0,43,4.5,19,1,1,0,1,0,0,.17
-.4300000071525574,1,0,2.5,0,0,3,4,19,0,1,1,0,1,0,.43000001
-2.440000057220459,2.5,0,4,0,0,100,5,19,0,1,1,1,0,0,2.4400001
-1.659999966621399,1.2399999,0,2.8399999,0,0,72,4.5,18,1,1,1,0,0,1,1.66
-1.340000033378601,1.28,0,2.78,0,0,58,5,19,1,1,1,1,0,0,1.34
.6499999761581421,.49999988,0,2.0999999,1,.64999998,5,3,19,0,1,1,0,0,1,-.64999998
-1.330000042915344,1.8,0,3.3,0,0,84,4,18,0,1,0,1,0,0,1.33
-.5799999833106995,.20000005,0,1.7,0,0,64,4,19,0,1,1,0,1,0,.57999998
.1599999964237213,.56999993,0,2.0699999,1,.16,5,5,19,1,1,1,0,1,0,-.16
-.6499999761581421,.70000005,0,2.2,0,0,25,4,19,1,1,1,1,0,0,.64999998
-1.100000023841858,2.2,0,3.7,0,0,53,4,19,1,1,0,0,1,0,1.1
-1,1.5799999,0,3.0799999,0,0,63,4,18,1,1,1,1,0,0,1
-.8299999833106995,.57999992,0,2.0799999,0,0,82,5,18,1,1,1,1,0,0,.82999998
.4000000059604645,.5,0,2,1,.40000001,56,4.5,19,1,1,1,1,0,0,-.40000001
-.75,2.5,0,4,0,0,66,4,19,0,1,0,1,0,0,.75
.3100000023841858,.57999992,0,2.0799999,1,.31,51,4,19,1,1,1,0,1,0,-.31
-.9800000190734863,.6099999,0,2.1099999,0,0,27,5,19,0,1,1,1,0,0,.98000002
-.8500000238418579,1.0999999,0,2.5999999,0,0,28,4,19,0,1,0,1,0,0,.85000002
-.8399999737739563,.93000007,0,2.4300001,0,0,80,5,19,0,1,0,1,0,0,.83999997
-2.279999971389771,2.4400001,0,3.9400001,0,0,94,5,18,1,1,1,1,0,0,2.28
-1.039999961853027,1.54,0,3.04,0,0,20,5,19,1,1,0,1,0,0,1.04
-.8500000238418579,1.2,0,2.7,0,0,48,4,18,1,1,1,1,0,0,.85000002
-.1800000071525574,-.30000007,0,1.3,0,0,1,4,19,0,1,1,0,0,1,.18000001
-.9399999976158142,1.3,0,2.8,0,0,41,5,19,0,1,1,0,1,0,.94
-1.980000019073486,1.8399999,0,3.3399999,0,0,55,5,18,0,1,1,1,0,0,1.98
-2.349999904632568,2,0,3.5,0,0,96,5,21,1,1,1,1,0,0,2.3499999
.3199999928474426,-.5,0,1,1,.31999999,28,4.5,19,1,1,1,0,1,0,-.31999999
-.239999994635582,.55000007,0,2.1500001,0,0,14,4,19,1,1,1,0,0,1,.23999999
-.0900000035762787,.94000006,0,2.4400001,0,0,12,4,19,0,1,0,1,0,0,.090000004
-1.799999952316284,1.52,0,3.02,0,0,54,5,19,1,1,1,1,0,0,1.8
-.5400000214576721,.52999997,0,2.03,0,0,22,5,18,0,1,1,0,1,0,.54000002
-1.899999976158142,2.21,0,3.71,0,0,81,5,18,0,1,1,1,0,0,1.9
-1.399999976158142,,0,,0,0,60,4,20,0,1,1,1,0,0,1.4
.3499999940395355,-1.5,0,0,1,.34999999,2,4,19,0,1,1,0,1,0,-.34999999
-1.600000023841858,.72000003,0,2.22,0,0,19,4,19,0,1,0,1,0,0,1.6
-.6200000047683716,-.30000007,0,1.3,0,0,78,4.5,20,0,0,0,0,0,1,.62
-2.299999952316284,2.47,0,3.97,0,0,100,5,19,0,1,0,1,0,0,2.3
-.8999999761581421,,0,,0,0,22,5,18,1,1,1,0,1,0,.89999998
.4699999988079071,-.60000002,0,1,1,.47,18,4,19,1,1,1,0,0,1,-.47
-1.990000009536743,.76999998,0,2.27,0,0,83,5,17,0,1,1,1,0,0,1.99
-1.490000009536743,1.1,0,2.7,0,0,34,5,19,0,1,0,0,0,1,1.49
-.9599999785423279,.16999996,0,1.67,0,0,27,5,19,0,1,1,1,0,0,.95999998
-1.169999957084656,1.0899999,0,2.5899999,0,0,75,5,19,0,1,1,0,1,0,1.17
-.6499999761581421,1.0799999,0,2.5799999,0,0,57,4,19,0,1,1,1,0,0,.64999998
-.4799999892711639,1.26,0,2.76,0,0,65,5,19,1,1,1,1,0,0,.47999999
-1.120000004768372,.10000002,0,1.6,0,0,42,5,18,0,1,1,1,0,0,1.12
-1.470000028610229,2.2,0,3.7,0,0,78,5,19,0,1,0,1,0,0,1.47
-1.149999976158142,1.4100001,0,2.9100001,0,0,92,4,19,0,1,1,1,0,0,1.15
.0700000002980232,0,0,1.5,1,.07,5,4,19,1,1,1,1,0,0,-.07
-1.509999990463257,.99000001,1,2.49,0,0,9,4,19,1,1,0,0,1,0,1.51
-2.25,1.3,0,2.8,0,0,91,5,20,0,1,1,1,0,0,2.25
.2800000011920929,1.45,0,2.95,1,.28,57,4.5,18,0,1,0,1,0,0,-.28
-1.429999947547913,.5,0,2,0,0,38,4,18,0,1,1,0,1,0,1.4299999
.6399999856948853,-.20000005,0,1.3,1,.63999999,22,5,19,1,1,0,1,0,0,-.63999999
-.3300000131130219,,1,,0,0,19,4,18,1,1,1,0,0,1,.33000001
.6700000166893005,.39999998,0,2,1,.67000002,15,3.5,18,0,1,1,0,0,1,-.67000002
-1.039999961853027,,0,,0,0,40,4,18,0,1,0,0,1,0,1.04
-1.600000023841858,1.1800001,0,2.6800001,0,0,74,5,18,0,1,0,1,0,0,1.6
-1.799999952316284,,1,,0,0,48,5,19,1,1,1,0,0,1,1.8
-2.5,2.5,0,4,0,0,94,5,18,1,1,1,1,0,0,2.5
-.9599999785423279,1.5,0,3,0,0,86,5,18,0,1,1,1,0,0,.95999998
-1.100000023841858,1.5599999,0,3.0599999,0,0,81,5,19,1,1,1,1,0,0,1.1
-1.230000019073486,1.3100001,0,2.9100001,0,0,3,4,19,0,1,1,0,0,1,1.23
-1.429999947547913,1.04,0,2.54,0,0,50,4,19,0,1,1,1,0,0,1.4299999
-.2199999988079071,.77999997,0,2.28,0,0,62,5,18,1,1,1,1,0,0,.22
.1299999952316284,1.1,0,2.7,1,.13,8,3.5,19,0,1,0,0,0,1,-.13
-1.399999976158142,.070000052,0,1.5700001,0,0,40,4,17,0,1,0,1,0,0,1.4
-.6800000071525574,.55999994,0,2.0599999,0,0,14,4,19,0,1,0,1,0,0,.68000001
-1.850000023841858,2.1799998,0,3.7799997,0,0,28,5,17,0,1,1,0,0,1,1.85
-1.049999952316284,.79999995,0,2.3,0,0,82,5,18,0,1,1,1,0,0,1.05
-1.25,2.2,0,3.7,0,0,56,5,17,0,1,1,1,0,0,1.25
-1.590000033378601,-.60000002,0,1,0,0,7,4,18,0,1,0,0,0,1,1.59
-2.119999885559082,,1,,0,0,97,5,19,0,1,1,1,0,0,2.1199999
-1.200000047683716,1.74,0,3.24,0,0,65,5,18,0,1,1,1,0,0,1.2
-.5799999833106995,.79999995,0,2.3,0,0,34,5,19,1,1,0,0,1,0,.57999998
-2.119999885559082,1.4200001,0,2.9200001,0,0,99,5,19,0,1,0,1,0,0,2.1199999
.2199999988079071,.68000007,0,2.1800001,1,.22,33,5,19,0,1,1,1,0,0,-.22
-2.339999914169312,1.8,0,3.3,0,0,44,5,20,1,0,0,1,0,0,2.3399999
-2.319999933242798,2.46,1,3.96,0,0,100,5,19,1,1,1,0,1,0,2.3199999
-1.480000019073486,1.5,0,3,0,0,42,4,19,0,1,1,0,1,0,1.48
-.4300000071525574,.029999971,0,1.63,0,0,27,5,19,0,1,1,0,0,1,.43000001
.2599999904632568,-.34000003,0,1.16,1,.25999999,72,5,19,0,1,1,1,0,0,-.25999999
-1.169999957084656,,0,,0,0,24,5,18,1,1,1,1,0,0,1.17
-1.100000023841858,2.3699999,0,3.8699999,0,0,28,5,19,0,1,1,0,1,0,1.1
-.2800000011920929,1.6199999,0,3.1199999,0,0,8,4,19,0,0,1,0,1,0,.28
-1.090000033378601,.25999999,0,1.76,0,0,93,5,18,1,1,1,1,0,0,1.09
-2.160000085830688,2.3599999,0,3.8599999,0,0,95,5,18,0,1,1,1,0,0,2.1600001
-2.099999904632568,1.95,0,3.45,0,0,81,5,18,0,1,0,1,0,0,2.0999999
-2.440000057220459,2.5,0,4,0,0,93,5,18,0,1,1,1,0,0,2.4400001
.25,2.2,0,3.7,1,.25,19,5,18,0,0,1,0,1,0,-.25
-1,,1,,0,0,78,4,19,1,1,1,1,0,0,1
-1.519999980926514,1.61,0,3.21,0,0,44,4.5,18,0,1,1,0,0,1,1.52
-.2599999904632568,-.15999997,0,1.34,0,0,78,4.5,19,0,1,1,1,0,0,.25999999
-2.130000114440918,1.96,0,3.46,0,0,57,4.5,19,1,0,0,1,0,0,2.1300001
-1.179999947547913,1.53,0,3.03,0,0,28,4,19,1,1,1,0,1,0,1.1799999
-.8399999737739563,1.0799999,0,2.5799999,0,0,27,5,18,1,1,1,1,0,0,.83999997
-1.070000052452087,.95000005,0,2.45,0,0,74,5,19,0,0,0,1,0,0,1.0700001
-1.5,1.5799999,0,3.0799999,0,0,57,5,19,0,1,1,1,0,0,1.5
-1.100000023841858,1.6700001,0,3.1700001,0,0,69,5,18,0,1,1,1,0,0,1.1
-2.119999885559082,2.28,0,3.78,0,0,90,5,18,0,1,0,1,0,0,2.1199999
-.5899999737739563,1.5,0,3,0,0,14,4,20,1,1,0,0,1,0,.58999997
-2,1.5799999,0,3.0799999,0,0,57,4,19,0,1,1,0,1,0,2
.2099999934434891,,0,,1,.20999999,5,4,19,1,1,1,0,1,0,-.20999999
-1.519999980926514,1.1,0,2.7,0,0,89,5,21,1,0,0,0,0,1,1.52
-1.100000023841858,1.2,0,2.7,0,0,45,5,19,0,1,1,1,0,0,1.1
1.370000004768372,.39999998,0,2,1,1.37,35,4,18,1,1,0,0,0,1,-1.37
.2899999916553497,.080000043,0,1.58,1,.28999999,4,4,19,1,0,1,0,1,0,-.28999999
-.5799999833106995,.9000001,0,2.4000001,0,0,15,5,19,1,1,1,1,0,0,.57999998
-.4399999976158142,1.29,0,2.79,0,0,48,5,19,0,1,1,1,0,0,.44
-1.960000038146973,2.0799999,0,3.6799998,0,0,91,4.5,17,0,0,1,0,0,1,1.96
-.699999988079071,.5,0,2,0,0,9,5,19,0,1,0,0,1,0,.69999999
-.75,.5,0,2,0,0,7,4,18,1,1,1,0,1,0,.75
-1.669999957084656,2.4000001,0,4,0,0,6,5,18,0,1,1,0,0,1,1.67
.2899999916553497,-1.5,0,0,1,.28999999,37,4,19,1,1,1,1,0,0,-.28999999
-1.210000038146973,1.9200001,0,3.4200001,0,0,57,5,19,1,1,1,1,0,0,1.21
-.5299999713897705,2.2,0,3.7,0,0,54,5,19,0,1,1,0,1,0,.52999997
-1.320000052452087,1.95,0,3.45,0,0,70,5,17,0,1,1,1,0,0,1.3200001
-1.559999942779541,.69000006,0,2.1900001,0,0,60,5,19,0,1,1,1,0,0,1.5599999
-.0500000007450581,.60000002,0,2.2,0,0,15,4,18,1,1,1,0,0,1,.050000001
-.3300000131130219,1.4,0,3,0,0,50,4,19,1,1,0,0,0,1,.33000001
-.1800000071525574,-.41999996,0,1.08,0,0,14,4,19,0,0,0,1,0,0,.18000001
-1.100000023841858,1.46,0,2.96,0,0,25,5,18,1,1,1,1,0,0,1.1
-.6600000262260437,1.3800001,0,2.8800001,0,0,22,4.5,20,1,1,0,1,0,0,.66000003
-1.299999952316284,1.1,0,2.7,0,0,36,3.5,19,0,1,1,0,0,1,1.3
.6899999976158142,,1,,1,.69,12,4.5,19,0,1,0,1,0,0,-.69
-.4799999892711639,1.1300001,0,2.6300001,0,0,86,4.5,19,0,1,1,0,1,0,.47999999
-5.00000000000e-06,.5,0,2,0,0,56,4,20,0,0,0,1,0,0,0
-.239999994635582,.66000009,0,2.1600001,0,0,10,4.5,19,1,1,1,1,0,0,.23999999
-.9800000190734863,1.23,0,2.73,0,0,79,5,18,0,1,0,1,0,0,.98000002
.25,.99000001,0,2.49,1,.25,37,4,19,1,1,1,1,0,0,-.25
-.4199999868869781,,0,,0,0,65,5,19,0,1,1,0,0,1,.41999999
-.4799999892711639,1.4699999,0,3.0699999,0,0,52,4,19,0,1,1,0,0,1,.47999999
-1.200000047683716,.72000003,0,2.22,0,0,49,5,18,0,1,1,1,0,0,1.2
-1,.35000002,0,1.85,0,0,17,5,19,1,1,1,1,0,0,1
-.0299999993294477,.89999998,0,2.5,0,0,24,3,18,1,1,0,0,0,1,.029999999
1.340000033378601,-1.6,0,-2.3841858e-08,1,1.34,11,5,17,1,1,1,0,0,1,-1.34
.2199999988079071,-.34000003,0,1.16,1,.22,12,4,18,0,1,1,0,1,0,-.22
-.2800000011920929,-.75,0,.75,0,0,8,4,18,0,1,1,0,1,0,.28
-1.919999957084656,1.77,0,3.27,0,0,95,5,19,0,1,1,1,0,0,1.92
-1.25,2.2,0,3.7,0,0,30,4,18,0,1,1,1,0,0,1.25
-2.119999885559082,2.1199999,0,3.6199999,0,0,55,5,19,0,1,0,1,0,0,2.1199999
